Date,Day of Week,Daily Miles,Personal Miles,Commuter Miles,Work Miles,Unallocated,Running Total,Notes
2025-12-01,Monday,32.2,0.0,0.0,0.0,32.2,309748.2,
2025-12-02,Tuesday,51.2,0.0,0.0,0.0,51.2,309799.4,
2025-12-03,Wednesday,125.8,0.0,0.0,0.0,125.8,309925.2,
2025-12-04,Thursday,43.0,0.0,0.0,0.0,43.0,309968.2,
2025-12-05,Friday,68.9,0.0,0.0,0.0,68.9,310037.2,
2025-12-08,Monday,42.9,0.0,0.0,0.0,42.9,310080.1,
2025-12-09,Tuesday,69.6,0.0,0.0,0.0,69.6,310149.6,
2025-12-12,Friday,53.0,0.0,0.0,0.0,53.0,310202.7,
2025-12-14,Sunday,17.0,0.0,0.0,0.0,17.0,310219.7,
2025-12-15,Monday,38.3,0.0,0.0,0.0,38.3,310258.0,
2025-12-16,Tuesday,79.6,0.0,0.0,0.0,79.6,310337.6,
2025-12-17,Wednesday,126.9,0.0,0.0,0.0,126.9,310464.5,
2025-12-18,Thursday,56.7,0.0,0.0,0.0,56.7,310521.3,
2025-12-19,Friday,56.8,0.0,0.0,0.0,56.8,310578.1,
2025-12-20,Saturday,43.9,0.0,0.0,0.0,43.9,310622.1,
2025-12-22,Monday,23.2,0.0,0.0,0.0,23.2,310645.3,
2025-12-23,Tuesday,66.8,0.0,0.0,0.0,66.8,310712.0,
2025-12-24,Wednesday,150.3,0.0,0.0,0.0,150.3,310862.4,
2025-12-26,Friday,52.8,0.0,0.0,0.0,52.8,310915.2,
2025-12-27,Saturday,39.1,0.0,0.0,0.0,39.1,310954.3,
2025-12-28,Sunday,21.8,0.0,0.0,0.0,21.8,310976.1,
2025-12-31,Wednesday,36.7,0.0,0.0,0.0,36.7,311012.8,
2026-01-02,Friday,77.7,0.0,0.0,0.0,77.7,311090.5,
2026-01-03,Saturday,7.8,0.0,0.0,0.0,7.8,311098.3,
2026-01-05,Monday,17.4,0.0,0.0,0.0,17.4,311115.7,
2026-01-06,Tuesday,81.4,0.0,0.0,0.0,81.4,311197.2,
2026-01-07,Wednesday,133.6,0.0,0.0,0.0,133.6,311330.7,
2026-01-08,Thursday,46.2,0.0,0.0,0.0,46.2,311376.9,
2026-01-09,Friday,99.3,0.0,0.0,0.0,99.3,311476.2,
2026-01-10,Saturday,16.3,0.0,0.0,0.0,16.3,311492.5,
2026-01-12,Monday,20.4,0.0,0.0,0.0,20.4,311512.8,
2026-01-13,Tuesday,62.6,0.0,0.0,0.0,62.6,311575.5,
2026-01-14,Wednesday,111.6,0.0,0.0,0.0,111.6,311687.0,
2026-01-15,Thursday,56.2,0.0,0.0,0.0,56.2,311743.3,
2026-01-16,Friday,22.0,0.0,0.0,0.0,22.0,311765.2,
2026-01-17,Saturday,6.3,0.0,0.0,0.0,6.3,311771.5,
2026-01-19,Monday,25.5,0.0,0.0,0.0,25.5,311797.0,
2026-01-20,Tuesday,83.2,0.0,0.0,0.0,83.2,311880.1,
2026-01-21,Wednesday,141.9,0.0,0.0,0.0,141.9,312022.0,
2026-01-22,Thursday,43.6,0.0,0.0,0.0,43.6,312065.6,
2026-01-26,Monday,55.6,0.0,0.0,0.0,55.6,312121.2,
2026-01-27,Tuesday,118.2,0.0,0.0,0.0,118.2,312239.3,
2026-01-28,Wednesday,58.0,0.0,0.0,0.0,58.0,312297.3,
2026-01-29,Thursday,132.6,0.0,0.0,0.0,132.6,312429.9,
2026-01-30,Friday,50.3,0.0,0.0,0.0,50.3,312480.1,
2026-01-31,Saturday,9.6,0.0,0.0,0.0,9.6,312489.8,
2026-02-02,Monday,22.6,0.0,0.0,0.0,22.6,312512.3,
2026-02-03,Tuesday,79.5,0.0,0.0,0.0,79.5,312591.8,
2026-02-04,Wednesday,143.9,0.0,0.0,0.0,143.9,312735.7,
2026-02-05,Thursday,67.7,0.0,0.0,0.0,67.7,312803.4,
2026-02-06,Friday,77.4,0.0,0.0,0.0,77.4,312880.9,
2026-02-07,Saturday,10.2,0.0,0.0,0.0,10.2,312891.1,
2026-02-09,Monday,22.6,0.0,0.0,0.0,22.6,312913.7,
2026-02-10,Tuesday,59.1,0.0,0.0,0.0,59.1,312972.8,
2026-02-11,Wednesday,64.6,0.0,0.0,0.0,64.6,313037.4,
2026-02-12,Thursday,137.1,0.0,0.0,0.0,137.1,313174.4,
2026-02-13,Friday,82.4,0.0,0.0,0.0,82.4,313256.9,
2026-02-14,Saturday,36.5,0.0,0.0,0.0,36.5,313293.3,
2026-02-15,Sunday,96.6,0.0,0.0,0.0,96.6,313390.0,
2026-02-16,Monday,19.0,0.0,0.0,0.0,19.0,313409.0,
2026-02-17,Tuesday,83.7,0.0,0.0,0.0,83.7,313492.7,
2026-02-18,Wednesday,97.7,0.0,0.0,0.0,97.7,313590.4,
2026-02-19,Thursday,8.7,0.0,0.0,0.0,8.7,313599.1,
2026-02-22,Sunday,3.7,0.0,0.0,0.0,3.7,313602.8,
2026-02-23,Monday,40.4,0.0,0.0,0.0,40.4,313643.2,
2026-02-24,Tuesday,69.4,0.0,0.0,0.0,69.4,313712.6,
2026-02-25,Wednesday,131.2,0.0,0.0,0.0,131.2,313843.8,
2026-02-26,Thursday,51.4,0.0,0.0,0.0,51.4,313895.2,
2026-02-27,Friday,51.4,0.0,0.0,0.0,51.4,313946.6,
2026-03-01,Sunday,0.2,0.0,0.0,0.0,0.2,313946.9,
2026-03-02,Monday,24.5,0.0,0.0,0.0,24.5,313971.3,
2026-03-03,Tuesday,95.4,0.0,0.0,0.0,95.4,314066.7,
2026-03-04,Wednesday,125.5,0.0,0.0,0.0,125.5,314192.3,
2026-03-05,Thursday,107.9,0.0,0.0,0.0,107.9,314300.1,
2026-03-06,Friday,84.1,0.0,0.0,0.0,84.1,314384.2,
2026-03-08,Sunday,29.8,0.0,0.0,0.0,29.8,314414.0,
2026-03-09,Monday,48.9,0.0,0.0,0.0,48.9,314462.9,
2026-03-10,Tuesday,88.0,0.0,0.0,0.0,88.0,314550.9,
